Gene_names;Protein_ID;430;434;442;480;490;486;462;452;504;484;432;410;464;478;438;454;466;488;436;512;518;448;450;470;520;460;474;530;524;446;456;522;444;510;414;476;468;440;412;482
Ighm;A0A075B5P6;6489904;5932002.5;23085064;13343108;22472570;23687554;18428020;14447918;11371037;11032272;20111076;12273453;10523389;9729730;7390139.5;10957387;10295276;34727292;9299809;6923872.5;9387750;10627287;8098566;5534272;5897808.5;25003570;12823644;13557810;9863925;10083933;23147016;7085787;8305600.5;9278144;11723699;9048446;6471323;10973886;12166069;7551370
Ighv5-4;A0A075B5P9;96917.82813;16314.72461;14981.57227;;62440.58594;61758.58203;26571.5;64180.68359;132800.4688;8180.679688;22429.70508;16267.12793;32273.64844;61586.07813;17199.74414;23976.875;19531.73828;21020.60742;86399.59375;118302.3906;52954.8125;14361.58105;35214.67969;9645.62207;50617.25;47056.59375;19842.58398;24663.8418;21337.65234;87718.45313;25566.80273;14437.76367;34886.46094;116515.3828;44622.88672;25005.4043;17959.51172;33814.0625;22842.33789;28003.58008
Ighv5-9;A0A075B5Q2;;38656.20703;34264.32813;;262527.2813;;59427.30078;48534.80078;183841.3281;26887.52539;;;;25405.30469;;;32518.83789;;29807.74414;34925.44141;32619.20703;;18338.77734;25943.55664;22401.56445;22158.2168;;84233.40625;22892.04102;25372.55859;23024.85352;21394.84961;25771.16211;28533.49805;36965.85938;;19533.00977;23543.72852;16996.69336;13409.21484
Ighv5-12;A0A075B5Q4;242793.3125;179178.7813;107789.7188;174224.3594;105286.8047;268165.2813;305494.0313;845326.5625;328711.25;422825.875;252875.7969;202947.2344;102330.9609;184370.9688;151189.1406;396752.75;210754.4375;419063.0313;271722.0625;275269.75;636685.4375;174875.2031;136109.4688;184382.8438;847155.5625;1023946.875;370176.6563;352109.5938;476909.9688;107149.2578;1485362.5;224131.2188;294400.7813;470531.6563;963495.0625;67026.22656;197633.2188;255874.5156;174410.2656;116683.9766
Ighv5-9-1;A0A075B5Q6;187799.0625;48628.64844;131634.7969;252404.6094;210026.7813;135066.2188;178603.1875;116227.6797;380919.375;212005.125;99171.15625;215420.1719;95206.40625;175720.5938;46976.33984;99370.01563;85387.66406;106187.7266;139171.625;61014.77734;66024.61719;60908.20313;67962.96094;42840.55078;68736.39063;116408.6875;196621.25;223225.8438;240029.8594;168305.9844;103359.9297;130934.4844;74668.5625;147569.5469;360081.5938;170612.9219;108150.0703;105245.8281;199154.8906;173208.0938
Ighv5-16;A0A075B5R0;129331.2969;124684.6797;275112.8438;421112.375;246088.5625;260633.625;271350.4063;181806.2969;139433.5625;302063.875;270838.125;154197.9531;133269.5313;108396.1719;161465.4844;144923.2188;236909.5;360732.75;233468.2969;100501.9219;278200.0313;236441.4219;188835.375;161140.0313;278856.3125;153823.7344;171083.7656;231702.0156;210963.7969;278576.7188;68341.41406;190619.3438;114613.9063;264116.4375;193274.6094;84177.63281;156770;140177.125;154060.8281;213445.9844
Ighv5-17;A0A075B5R1;367625.5;585368.5625;299816.6563;74786.03906;179952.7188;304913.0938;870969.6875;559945.875;303165.4375;892523.5;270610.9063;273465.6875;166570.3125;125475.5469;254223.1406;339595.9063;88525.83594;239033.9844;306613.6875;172080.7031;306961.3438;130667.5547;213861.0781;212234.6875;237586.7813;196889.1875;639501.6875;528996.125;991818.5625;266190.1875;516111.1563;1074674.25;368691.8125;365542.125;615906;472650.625;117739.1953;207534.0781;326224.3438;170175.9531
Ighv7-3;A0A075B5R2;849691.875;591671.125;1435697.75;4812399;484941.7813;667715.375;954455.1875;1599983.5;787210.125;832410.1875;413521.625;750787.9375;435370.3438;708702.375;1210282;1073553.875;410126.4688;551964.5625;1606520.625;909447.9375;649593.5625;773240.3125;924065.0625;689485.8125;1503486.75;1085582.25;806322.25;662816.9375;736239.5;1308790;1346363.625;896799.3125;1284640;1659973.75;1219171.875;300044.875;379466.75;661783.75;485981.5625;263623.6875
Ighv14-1;A0A075B5R4;90983.69531;166248.4375;124144.4297;189104.4531;123573.1406;218601.9219;244256.5;262062.8594;184203.5469;189389.75;99167.74219;66321.64063;61762.19922;84627.78125;99621.45313;170335.2813;65099.07031;172520.9531;261207.2656;178198.8906;219583.9531;77462.42969;126428.75;81057.14063;177635.5313;187513;112772.8828;134745.0313;1894826.875;203082.9688;143780.8125;1079900.125;124831.0313;304297.4688;128071.5313;66227.46875;58805.68359;180916.9063;107391.7422;123039.0234
Ighv4-1;A0A075B5R5;249774.8125;204812.0313;296133.4688;912911.625;775423.8125;443817.4688;171004.2656;634596.625;228306.7656;202534.6875;183965.75;275904.5625;207868.375;199222.5625;211290.5313;291782.2813;217722.8594;1019492.625;628959.3125;340569.9688;388203.25;248831.5625;799548.8125;362279.5625;216494.4375;370260.9375;212457.4688;293664.625;221905.7656;280900.9375;236327.5938;294566.6563;329741.8125;455731.5313;270734.7188;156629.0781;173256.3125;188769.1406;343283.3125;99730.82031
Ighv14-2;A0A075B5R7;124684.8125;168834.9375;223152.4531;218432.0625;309050.5625;166432.2188;231908.75;194418.25;306196;156473.0156;332233.7813;208087.9063;141867.6563;132030.375;128897.2344;187405.6719;153007.5625;466307.25;372331.625;214014.2344;214979.3594;303904.3125;230207.125;166430.2656;415780;579507.9375;855135.25;132384.7969;699101.75;451461.4375;212265.3125;698530.9375;180450.9375;538147.25;717147.125;307391.4063;236555.6563;373954.0313;392929.5;254363.8594
Ighv7-1;A0A075B5S2;340913.8438;1442852.625;360790.1563;914962.3125;1284009;773001.5625;418732.5313;3077287.25;723059.5;1128191.25;889154;765538.4375;1955656.875;3018518;2465881.25;1006027;1308161.75;1472596.375;1052952.375;265949;349260.5;466919.0625;631149.25;346941.25;294078.5313;1787922.875;706703.875;896893.4375;685699.8125;721523.1875;416714.2813;466297.25;2276381.75;213487.2813;1798552.75;872791.125;947636.875;1862310.375;416004.2188;445880.875
Ighv7-4;A0A075B5S5;32294.24414;25022.78711;28807.29883;19318.58984;102542;30668.44531;152647.7031;564586.625;29603.64258;16850.19727;120426.9688;40020.69531;23274.92188;14665.98242;15800.78613;142915.9375;38185.40234;473097.3125;13322.16016;33524.61719;25261.07422;27390.06055;29704.00195;89927.8125;49156.40625;19867.88672;;60823.21094;199994;31768.79102;31833.01758;27064.50977;25641.5332;14640.7832;49529.35547;43108.16406;;56748.67969;17570.33203;33476.78516
Ighv6-3;A0A075B5T2;979050.9375;790254.0625;2083232.5;1187139.375;997267.5;1349092.625;2014941.125;1627716.875;970104.25;997966.25;839877.125;1322701;498411.1875;1212351.125;1094211.5;1105008.875;484683.0313;1279669.375;1272237.5;973170.625;724477.875;1162090;839632.625;421377.9688;931577.9375;1340916.25;871540.375;919896.4375;1001470.375;905908.3125;1195239.25;476543.6563;890215.375;1016399.125;872320.125;908272.25;527139.9375;938295;868611.375;629725
Ighv6-6;A0A075B5T3;244825.5313;352536.5938;558680.625;537382.875;299558.75;305269.4375;701637.4375;354303.3438;515123;246144.875;912630.625;384393.25;269506.5;372553.5313;422622.8438;389606.8125;889283;669499.5625;327264.3438;273251.6563;460298.9375;530108.1875;242899.1563;260671.7969;500381.0625;208896.625;534501.375;458262.8438;358994.3438;285575.875;1691853.5;215784.7188;298086.4688;285574.4063;442510.8438;217266.1563;214143.3594;501199.4063;401612.5938;139357.375
Ighv10-3;A0A075B5T6;93309.51563;81017.22656;111602.8828;;41144.51172;68284.58594;159699.2656;66504.14844;46744.68359;54274.48438;105415.6641;106536.7344;80496.67969;42381.67578;41265.04688;47263.25391;60932.07813;117229;56592.60547;64295.41016;93755.25781;;118809.7188;30216.53906;78433.85156;53572.55859;85479.63281;66278.02344;71601.63281;76658.875;117409.375;157626.3906;75148.5625;58756.98828;196318.0938;67260.05469;34276.25781;58357.76563;127787.1875;36634.47266
Ighv1-9;A0A075B5T9;190790.3125;125634.9531;107711.5234;85624.5625;588347.3125;241515.7344;479381.7813;280730.75;156944.6719;171220.4219;150350.4844;53880.39844;114034.1484;133671.25;67229.75;129712.0625;109893.4922;110694.6953;105245.1328;116069.0156;116987.3125;234923.5313;217255.625;136701.7344;93094.75781;173142.125;132095.3125;149593.3594;165509.8906;108861.6094;108772.6328;146660.9375;73182.44531;265572.75;167619.7969;110089.8984;69340.70313;75614.20313;105756.3594;65368.0625
Ighv1-12;A0A075B5U0;10476.30957;12623.08789;38286.01563;25282.16797;32553.55859;47777.07031;18346.13086;44788.58203;24158.80664;47089.81641;23854.39648;15337.39258;;20171.79883;19941.12891;29736.81836;57491.78906;;38461.69531;15758.01074;27345.73242;25015.81055;24892.7832;26770.72266;15969.67676;50355.20703;34419.27344;35053.1875;35280.32813;158349.3594;36588.66016;13324.22656;29734.07813;19930.94336;25250.16406;19136.41211;23423.70313;;24494.45898;
Ighv1-19;A0A075B5U5;21309.94336;33903.85938;26800.22461;;20876.92188;;24676.48438;15524.48828;21776.92188;19156.88281;20820.90039;15698.25293;9668.609375;13534.24707;15170.66992;38274.94531;13779.78125;24709.16602;81702.71094;71442.0625;25992.54297;8418.249023;15398.19434;;;41550.85156;28080.28516;39876.30859;20340.85547;;;19990.13477;12511.87695;15878.04004;18830.51953;;14428.51953;;27884.04102;
Ighv1-20;A0A075B5U6;28608.84766;16150.05859;44342.32813;15476.30566;47064.25391;54154.74219;41639.50391;40048.39063;21773.27734;48660.89453;15241.91895;32194.66211;27864.93945;18423.50195;22647.39063;40429.32813;31698.12695;31418.77344;41136.08594;43384.10156;22611.92969;26617.10156;20919.48242;9937.998047;59383.82422;47380.49609;18527.66797;36573.26172;41301.60938;48765.54688;35362.43359;53972.10156;89195.73438;34629.97266;100269.875;39386.51953;12020.56055;28095.54883;20129.90039;8416.296875
Ighv1-26;A0A075B5V0;4847849;4137415.75;5828031.5;3217997;6384391;7213234;6293093;9157542;5677326.5;5545853.5;4584897.5;3587233;2419410;3041141.25;4747465.5;7486268;4559813;7534725.5;8346615.5;5457697;6497815;4019341.25;4732105.5;2457606;4564929;5029533;7425355;9104272;5690035.5;8113341.5;7280505;5980699.5;5708559;5911948.5;7653174;2925200.75;2833803.25;5574525.5;5458040.5;4386559.5
Ighv1-39;A0A075B5V5;45809.4375;49800.36719;58836.82031;;35340.09375;39313.72656;85991.15625;51275.60938;38696.8125;46515.07031;38432.81641;56234.625;31285.30664;22659.77148;34909.35938;56221.08594;42406.38672;57775.86719;47387.09766;40422.64063;46303.58203;34922.60547;33038.44141;27807.99219;34906.39844;57579.96094;53013.65625;87135.40625;30405.26953;53544.71484;25956.21875;29620.41797;32329.56641;40116.23828;50320.89453;29428.12891;33154.94922;38820.50781;48519.87891;24664.22656
Ighv1-42;A0A075B5V6;1933043.125;2611793.75;1906498.5;2812313.5;2168813.5;3555226.25;2213305.75;2890840.75;3484677;2135873;1667934;1576605.875;778771.5;1704719;1863357.125;3550102.75;1328818.25;3030044.75;1998449.5;1558316;2609549;1865072;2025150.75;1218614.25;1501979.75;2021518.5;5204236.5;2701086.75;2298117;3172490;3580067.75;1327096.875;1587467.375;1888231.875;3168354.5;1125883.875;1238790.75;3397282;1963585.875;1730155.875
Ighv1-52;A0A075B5W2;93511.46094;158645.5156;125399.5391;137927.875;166071.5156;166493.625;116110.6016;309225.5313;130079.4766;281145.9375;122948.5625;77891.25781;89187.13281;62964.47656;190303.125;218093.8906;73354.34375;439547.1563;511120.7188;121359.2188;132205.3125;115150.125;127376.0781;91940.79688;108629.0234;90605.67188;91649.13281;141728.6406;136818.7813;195478.4844;163073.0469;110014.0625;65925.83594;211869.6563;216355.4063;95433.10938;71642.28125;166691.9063;100725.3516;81691.0625
Ighv1-53;A0A075B5W3;13814.02344;20603.63086;21851.57813;;30120.85156;32299.79492;32134.7832;45295.74219;36902.53906;43227.03516;68392.42188;16523.26563;12624.75195;13351.33594;18681.04883;17186.69336;3712.287842;24721.02734;32466.48633;23386.61328;24977.24609;15932.09863;36098.1875;9984.296875;23307.5918;23022.91406;25501.41797;22046.82227;46341.52344;19672.24414;30836.09961;71775.47656;10401.21289;24937.37109;34321.53125;14393.53027;5933.980469;12998.14453;5737.376953;13584.04395
Ighv8-6;A0A075B5W4;45773.50781;67042.625;162693.6875;76238.65625;30425.92578;94877.83594;57760.45313;119981.0703;23472.23633;18905.58398;40794.37109;44032.65625;30116.86719;14292.20801;60302.95313;49471.14063;35087.32031;32442.96875;86489.04688;32755.01367;58429.90234;69488.75781;54317.94922;27362.37891;20585.74609;30612.98633;132352.9844;71430.67969;33604.68359;24695.23633;19981.46484;28951.81055;46223.73047;18414.7207;72522.42969;65540.57813;63413.84375;74511.94531;151678.2031;26207.90039
Ighv1-55;A0A075B5W6;237791.2344;187853.2969;218492.8438;219030.75;234000.6563;301726.4375;230562.9063;233205.25;149096.875;259284.25;159254.875;95812.03125;209558.7969;133238.5781;139675.2656;160100.9531;150181.4844;257505.1875;346942.5938;95108.97656;161737.0156;127754.4063;162364.8125;79077.35938;124310.3516;182733.9844;315582.8438;123298.8516;85311.58594;141232.3125;119615.5;176542.0938;106845.8984;118652.1953;179071.3125;153641.0625;82709.96875;183492.1875;108595.0625;172192.5156
Ighv1-58;A0A075B5W9;36697.86719;43013.76563;190822.8281;;18476.08008;83387.27344;43002.09766;45597.62109;22916.97461;113455.875;62022.66797;20147.17188;20493.48828;;21370.24219;57856.73047;14908.36035;15975.98242;15543.24707;26804.08203;90872.27344;;16683.375;;97517.25781;15606.73535;71425.35156;24169.64648;13917.83887;111284.9609;23928.30664;17495.66797;17911.88867;37780.04297;37430.80859;19880.10352;17987.46094;16794.53906;21465.33594;18553.48438
Ighv1-59;A0A075B5X0;89369.23438;61411.73047;112624.7266;;135682.5;67167.13281;;65879.99219;61929.11328;57772.86328;98966.66406;36494.79297;37831.89453;;;50406.86328;55314.97656;66795.34375;;70420.85938;65134.07813;;255937.9531;71496.8125;61173.16406;84366.13281;;66231.34375;60554.34375;92814.5;86222.03906;74530.40625;43310.16797;213416.0469;49549.48438;;38614.8125;39377.85938;58498.72656;
Ighv1-69;A0A075B5X7;146190.5938;70861.82813;109207.9844;67673.9375;97980.57813;222118.25;73945.89844;145636.1094;186212.5156;160976.1719;267217.5;97947.49219;127183.6328;119269.0938;116965.9063;199521.3906;291761.2813;151681.2969;252713.8281;181852.5156;105745.8672;98254.46875;161176.7344;90296.63281;90149.98438;210805.4844;170592.2344;27802.06836;278491.625;254919.6563;307673.3125;178262.7344;107814.625;127948.5469;212732.25;24649.41016;;145379.3281;31444.79883;133141.3906
Ighv1-74;A0A075B5Y1;79157.90625;58961.57031;178520.2656;85521.42188;433135.0625;269101.6875;392589.5;244303.0156;88966.99219;206380.0938;73061.86719;41696.93359;101147.75;54035.42578;80984.21875;72242.02344;54763.54688;115472.8984;120772.2891;58110.78516;76421.57813;77811.64844;62030.91016;45824.69531;75058.59375;78658.07031;47741.17969;210011.375;104017.4609;157766.2344;161607.2656;49189.60156;762740.9375;111328.2656;205308.5781;43818.00781;45909.89453;108947.9141;121240.9297;61804.94141
Ighv1-80;A0A075B5Y3;53630.16016;50746.82813;106362.4063;89987.48438;197571.5625;104936.8516;113419.9375;122222.1094;199448.7969;80599.14844;200108.125;;;51876.49609;92473.625;59093.98438;118446.6172;228177.8906;156515.7188;91040.84375;99335.45313;70626.83594;69699.24219;61967.32813;107373.8672;126189.375;76389.09375;204093.4219;101043.2109;118072.8359;82447.03125;98117.9375;86053.65625;86886.04688;84511.85156;;;120344.3125;57330.37891;
Ighv1-81;A0A075B5Y4;249223.5938;323652.8125;270569.4375;118409.1094;273027.75;266430.6875;383901.6875;421233.375;316523.4375;336260.0313;199641.8125;83076.89063;138534.2188;101411.3125;143298.3281;253251.1875;142511.4063;287595.6563;425545.3125;267839.6875;205345.6563;102187.9844;185969.6875;104290.0156;231482.8438;162875.0313;193651.625;273656.3125;543363.3125;537537.375;145123.2188;202278.0469;126366.8438;646909.125;358753.3125;96951.15625;190077.4219;195299.0938;150168.6563;125839.2813
Iglv1;A0A075B663;681282.625;1926211;1187078.625;1201038;1284774.125;1145625.125;2160588;2250835.5;1017891.938;975541.75;812747.5625;965995.1875;679877.25;822125.3125;883097.5625;1256337.5;745959.25;1470822.625;1385253.25;831680.1875;1399171.625;1023937.25;2773831.5;1048823.875;1195782.625;1379656.875;796517.5;879652.875;2054159;3805199.75;1350123.125;1089791.5;1153333.625;1003519.438;1550830.875;748596.3125;1654366.25;2556693.25;1327649.375;1451792.5
Iglv2;A0A075B664;;43231.39063;30058.16602;62010.61328;51025.14453;33853.52734;53444;38026.17969;37558.89063;57334.60938;36878.61719;25424.41992;;;;23989.63086;;57619.47266;34237.97266;;52052.27734;63331.03906;113911.4297;33375.89453;35025.18359;68606.3125;21606.00586;40562.46875;39634.6875;96392.16406;43403.79297;64691.90625;36822.75;;38974.38281;;22866.60938;51246.85547;;
Ighv1-78;A0A075B674;294454;233384.9688;163932.0313;;297120.5313;435891.875;282438.1563;276565.625;260360.9688;265378.125;832022.3125;210779.6094;119732.4688;103288.1563;85450.70313;72162.57813;54191.66406;173240.5313;187844.7031;195094.3594;137839.9063;58843.625;198189.9375;82374.73438;134168.8438;296643.9063;264747.9375;60513.60938;1058665.125;409939.0625;159395.0156;81679.26563;104544.7734;204641.4531;244172.75;83067.71094;67991.67188;73501.16406;173746.1406;99199.60938
Igkv4-53;A0A075B677;86420.28125;60782.55078;162229.9063;82785.8125;91923.9375;191988.5;125675.4688;134777.6875;97205.69531;119216.2266;114937.3906;100550.9531;94059.95313;86312.69531;89194;71090.85938;63367.63672;461369.6875;108099.8359;126678.5938;122112.7891;152853.9375;188667.4688;94046.1875;144840.1719;163036.25;219388.5313;114416.7969;161094.375;201168.8125;389643.4375;88346.04688;112445.1875;100291.7109;148486.1875;83826.70313;63541.21484;75646.55469;80296.71875;80609.48438
