318	WT	Control
320	KO	Control
322	KO	Control
324	KO	NR
326	WT	NR
328	KO	Control
330	WT	NR
332	KO	NR
334	KO	NR
336	KO	NR
338	WT	Control
340	KO	NR
342	WT	Control
344	KO	Control
346	KO	Control
348	WT	NR
350	KO	NR
352	WT	NR
354	WT	Control
356	WT	Control
358	WT	NR
360	KO	Control
362	WT	NR
366	WT	Control
368	WT	NR
